<t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '1', 'Apple', 'Fruit', 100</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '1', 'apple', 'fruit', 100</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '2', 'Banana', 'Fruit', 150</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '2', 'banana', 'fruit', 150</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '3', 'Carrot', 'Vegetable', 200</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '3', 'carrot', 'vegetable', 200</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '4', 'Tomato', 'Vegetable', 120</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '4', 'tomato', 'vegetable', 120</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '5', 'Potato', 'Vegetable', 180</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '5', 'potato', 'vegetable', 180</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '6', 'Strawberry', 'Fruit', 80</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '6', 'strawberry', 'fruit', 80</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '7', 'Broccoli', 'Vegetable', 220</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '7', 'broccoli', 'vegetable', 220</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '8', 'Grapes', 'Fruit', 130</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '8', 'grapes', 'fruit', 130</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '9', 'Corn', 'Vegetable', 240</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '9', 'corn', 'vegetable', 240</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '10', 'Orange', 'Fruit', 90</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '10', 'orange', 'fruit', 90</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '11', 'Lettuce', 'Vegetable', 260</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '11', 'lettuce', 'vegetable', 260</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '12', 'Watermelon', 'Fruit', 70</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '12', 'watermelon', 'fruit', 70</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '13', 'Cucumber', 'Vegetable', 280</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '13', 'cucumber', 'vegetable', 280</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '14', 'Peach', 'Fruit', 110</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '14', 'peach', 'fruit', 110</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '15', 'Pepper', 'Vegetable', 140</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '15', 'pepper', 'vegetable', 140</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '16', 'Blueberry', 'Fruit', 160</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '16', 'blueberry', 'fruit', 160</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '17', 'Spinach', 'Vegetable', 180</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '17', 'spinach', 'vegetable', 180</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '18', 'Pineapple', 'Fruit', 120</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '18', 'pineapple', 'fruit', 120</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '19', 'Zucchini', 'Vegetable', 200</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '19', 'zucchini', 'vegetable', 200</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>INSERT INTO crops (id, name, type, quantity) SELECT '20', 'Cherry', 'Fruit', 100</stat><divider><t>CREATE TABLE crops (id UUID PRIMARY KEY, name STRING, type STRING, quantity INT)</t><stat>insert into crops (id, name, type, quantity) select '20', 'cherry', 'fruit', 100</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 1, 'Corn', 'Grain'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 1, 'corn', 'grain'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 1, 'Corn', 'Grain'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 1, 'corn', 'grain'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 2, 'Wheat', 'Grain'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 2, 'wheat', 'grain'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 2, 'Wheat', 'Grain'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 2, 'wheat', 'grain'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 3, 'Tomato', 'Vegetable'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 3, 'tomato', 'vegetable'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 3, 'Tomato', 'Vegetable'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 3, 'tomato', 'vegetable'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 4, 'Potato', 'Vegetable'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 4, 'potato', 'vegetable'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 4, 'Potato', 'Vegetable'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 4, 'potato', 'vegetable'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 5, 'Apple', 'Fruit'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 5, 'apple', 'fruit'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 5, 'Apple', 'Fruit'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 5, 'apple', 'fruit'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 6, 'Banana', 'Fruit'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 6, 'banana', 'fruit'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 6, 'Banana', 'Fruit'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 6, 'banana', 'fruit'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>INSERT INTO crops (crop_id, crop_name, crop_type) SELECT 7, 'Lettuce', 'Vegetable'</stat><divider><t>CREATE TABLE crops (crop_id INT PRIMARY KEY, crop_name VARCHAR(255), crop_type VARCHAR(255))

CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))</t><stat>insert into crops (crop_id, crop_name, crop_type) select 7, 'lettuce', 'vegetable'</stat><divider><t>CREATE TABLE farms (farm_id INT PRIMARY KEY, farm_name VARCHAR(255), location VARCHAR(255))

