<t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 1, 'Document1', 'Type1', 'Content1', '2022-01-01 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 1, 'document1', 'type1', 'content1', '2022-01-01 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 2, 'Document2', 'Type2', 'Content2', '2022-01-02 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 2, 'document2', 'type2', 'content2', '2022-01-02 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 3, 'Document3', 'Type3', 'Content3', '2022-01-03 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 3, 'document3', 'type3', 'content3', '2022-01-03 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 4, 'Document4', 'Type4', 'Content4', '2022-01-04 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 4, 'document4', 'type4', 'content4', '2022-01-04 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 5, 'Document5', 'Type5', 'Content5', '2022-01-05 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 5, 'document5', 'type5', 'content5', '2022-01-05 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 6, 'Document6', 'Type6', 'Content6', '2022-01-06 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 6, 'document6', 'type6', 'content6', '2022-01-06 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 7, 'Document7', 'Type7', 'Content7', '2022-01-07 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 7, 'document7', 'type7', 'content7', '2022-01-07 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 8, 'Document8', 'Type8', 'Content8', '2022-01-08 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 8, 'document8', 'type8', 'content8', '2022-01-08 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 9, 'Document9', 'Type9', 'Content9', '2022-01-09 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 9, 'document9', 'type9', 'content9', '2022-01-09 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 10, 'Document10', 'Type10', 'Content10', '2022-01-10 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 10, 'document10', 'type10', 'content10', '2022-01-10 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 11, 'Document11', 'Type11', 'Content11', '2022-01-11 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 11, 'document11', 'type11', 'content11', '2022-01-11 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 12, 'Document12', 'Type12', 'Content12', '2022-01-12 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 12, 'document12', 'type12', 'content12', '2022-01-12 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 13, 'Document13', 'Type13', 'Content13', '2022-01-13 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 13, 'document13', 'type13', 'content13', '2022-01-13 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 14, 'Document14', 'Type14', 'Content14', '2022-01-14 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 14, 'document14', 'type14', 'content14', '2022-01-14 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 15, 'Document15', 'Type15', 'Content15', '2022-01-15 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 15, 'document15', 'type15', 'content15', '2022-01-15 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 16, 'Document16', 'Type16', 'Content16', '2022-01-16 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 16, 'document16', 'type16', 'content16', '2022-01-16 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 17, 'Document17', 'Type17', 'Content17', '2022-01-17 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 17, 'document17', 'type17', 'content17', '2022-01-17 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 18, 'Document18', 'Type18', 'Content18', '2022-01-18 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 18, 'document18', 'type18', 'content18', '2022-01-18 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 19, 'Document19', 'Type19', 'Content19', '2022-01-19 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 19, 'document19', 'type19', 'content19', '2022-01-19 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>INSERT INTO LegalDocuments (document_id, document_name, document_type, document_content, created_date) SELECT 20, 'Document20', 'Type20', 'Content20', '2022-01-20 00:00:00'</stat><divider><t>CREATE TABLE LegalDocuments (document_id INT PRIMARY KEY, document_name VARCHAR(255), document_type VARCHAR(50), document_content TEXT, created_date TIMESTAMP)</t><stat>insert into legaldocuments (document_id, document_name, document_type, document_content, created_date) select 20, 'document20', 'type20', 'content20', '2022-01-20 00:00:00'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 1, 'Case 1', 'Description 1'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 1, 'case 1', 'description 1'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 1, 'Case 1', 'Description 1'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 1, 'case 1', 'description 1'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 2, 'Case 2', 'Description 2'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 2, 'case 2', 'description 2'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 2, 'Case 2', 'Description 2'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 2, 'case 2', 'description 2'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 3, 'Case 3', 'Description 3'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 3, 'case 3', 'description 3'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 3, 'Case 3', 'Description 3'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 3, 'case 3', 'description 3'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 4, 'Case 4', 'Description 4'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 4, 'case 4', 'description 4'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 4, 'Case 4', 'Description 4'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 4, 'case 4', 'description 4'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 5, 'Case 5', 'Description 5'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 5, 'case 5', 'description 5'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 5, 'Case 5', 'Description 5'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 5, 'case 5', 'description 5'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 6, 'Case 6', 'Description 6'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 6, 'case 6', 'description 6'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 6, 'Case 6', 'Description 6'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 6, 'case 6', 'description 6'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 7, 'Case 7', 'Description 7'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 7, 'case 7', 'description 7'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 7, 'Case 7', 'Description 7'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 7, 'case 7', 'description 7'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 8, 'Case 8', 'Description 8'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 8, 'case 8', 'description 8'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 8, 'Case 8', 'Description 8'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 8, 'case 8', 'description 8'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 9, 'Case 9', 'Description 9'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 9, 'case 9', 'description 9'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 9, 'Case 9', 'Description 9'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 9, 'case 9', 'description 9'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 10, 'Case 10', 'Description 10'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 10, 'case 10', 'description 10'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 10, 'Case 10', 'Description 10'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 10, 'case 10', 'description 10'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 11, 'Case 11', 'Description 11'</stat><divider><t>CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)

CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)</t><stat>insert into legalcases (case_id, case_name, case_description) select 11, 'case 11', 'description 11'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

CREATE TABLE LegalCases (case_id INT PRIMARY KEY, case_name TEXT, case_description TEXT)</t><stat>INSERT INTO LegalCases (case_id, case_name, case_description) SELECT 11, 'Case 11', 'Description 11'</stat><divider><t>CREATE TABLE Lawyers (lawyer_id INT PRIMARY KEY, lawyer_name TEXT, specialization TEXT)

